ssnum,name,manager,dept,salary,numfriends
1652,Adan Johns,428,,111768.87,37
1653,Madelynn Johns,86,,81798.94,2
1654,Lourdes Johns,155,TechDept2,84276.92,43
1655,Ezequiel Johns,804,,57337.48,39
1656,Moses Johns,337,,60824.94,41
1657,Terrance Johns,1104,,34228.1,43
1658,Beth Johns,281,,45241.09,7
1659,Eldridge Johns,840,,95985.84,49
1660,Levina Johns,202,,115974.88,38
1661,Clarnce Johns,1614,,79094.59,34
1662,Arely Johns,1564,,136224.71,33
1663,Dina Johns,730,,133420.52,49
1664,Edwina Johns,401,TechDept9,105773.46,24
1665,Haiden Johns,1497,,81107.42,17
1666,Beatrix Johns,1598,,75331.22,30
1667,Gage Johns,1412,TechDept8,69041.57,45
1668,Mina Johns,145,,74517.05,7
1669,Dustin Johns,435,,132295.54,18
1670,Emilia Johns,1191,,74643.44,35
1671,Demi Johns,437,,100779.03,22
1672,Malcolm Johns,615,,68506.22,30
1673,Scott Johns,1367,,84605.59,18
1674,Olin Johns,801,,114170.83,24
1675,Exie Johns,1452,,101165.89,46
1676,Leana Johns,1636,,110515.24,28
1677,Dyllan Johns,1372,,139367.56,23
1678,Doss Johns,1437,,78203.1,23
1679,Lidie Johns,1028,,87915.7,49
1680,Vira Johns,114,,68183.24,26
1681,Kyson Johns,348,,99976.5,5
1682,Kalvin Johns,1054,TechDept4,125238.4,27
1683,Tonya Johns,1406,,30086.99,0
1684,Achsah Johns,270,,105977.9,13
1685,Theda Johns,1201,TechDept3,69500.89,25
1686,Rosie Johns,226,,133563.06,46
1687,Gideon Johns,926,,58156.65,41
1688,Alwina Johns,118,,52343.87,31
1689,Dayse Johns,374,,98420.35,4
1690,Micayla Johns,349,,55350.14,49
1691,Siddie Johns,510,,81424.1,5
1692,Felton Johns,528,,85498.4,46
1693,Latoya Johns,557,,55726.02,33
1694,Carolyne Johns,1509,,60507.84,33
1695,Veronica Johns,866,,88312.86,1
1696,Nobie Johns,78,,37553.41,1
1697,Gustavus Johns,124,,72275.75,49
1698,Corean Johns,966,TechDept9,105866.75,14
1699,Jerrell Johns,889,,72073.06,37
1700,Deshaun Johns,294,,30012.62,16
1701,Emmett Johns,268,,33705.49,0
1702,Hessie Johns,649,TechDept7,136624.39,32
1703,Frazier Johns,1527,,146539.66,12
1704,Donny Johns,1316,,86426.15,27
1705,Dashawn Johns,1356,,148430.22,20
1706,Myrna Johns,1520,,31718.29,2
1707,Tasha Johns,1264,,109024.85,41
1708,Darrell Johns,583,,100948.99,37
1709,Leanne Johns,1259,,108789.94,24
1710,Garett Johns,293,,102234.82,19
1711,Rafael Johns,1423,,122769.08,31
1712,Casandra Johns,1569,,38491.24,48
1713,Reno Johns,520,,116734.61,18
1714,Audie Johns,1248,,55310.56,3
1715,Merwin Johns,1304,,144344.76,21
1716,Fleeta Johns,1022,,82395.94,23
1717,Reid Johns,845,,100870.72,31
1718,Stephenie Johns,1416,,133752.72,50
1719,Mia Johns,1430,,68031.65,16
1720,Raymundo Johns,1673,,115820.39,21
1721,Rey Johns,233,,81244.98,24
1722,Isadora Johns,843,,78686.11,32
1723,Ilona Johns,1007,,37115.13,8
1724,Arvid Johns,1318,,113440.97,7
1725,Kimberley Johns,1663,,114642.12,19
1726,Shaquita Johns,993,TechDept4,45139.46,42
1727,Cloe Johns,1488,,57288.6,9
1728,Celestia Johns,973,,143050.81,19
1729,Fabiola Johns,559,,132834.61,7
1730,Webster Johns,679,,77785.45,7
1731,Yajaira Johns,1033,TechDept1,139137.96,38
1732,Arminta Johns,361,,94685.05,37
1733,Brice Johns,1481,,69449.63,13
1734,Artie Johns,1133,,89121.4,8
1735,Frederick Johns,1658,,83740.42,0
1736,Kamron Johns,1124,,146228.42,35
1737,Dixie Johns,1418,,80312.74,19
1738,Noreta Johns,1724,,148597.38,43
1739,Spurgeon Johns,1368,,149142.42,42
1740,Nils Johns,1162,,44184.08,31
1741,Julius Johns,116,,106747.87,18
1742,Augustus Johns,714,,58697.4,24
1743,Brea Johns,212,,42167.44,24
1744,Ezekiel Johns,689,TechDept9,56050.68,50
1745,Jermey Johns,1213,,91051.05,45
1746,Damarcus Johns,1685,,111303.42,5
1747,Millicent Johns,785,,68958.72,48
1748,Lydell Johns,471,,143798.39,3
1749,Nikolai Johns,1545,,66268.11,8
1750,Orson Johns,590,,89991.41,21
1751,Jaymes Johns,807,,107806.05,18
1752,Kelly Johns,1328,,88486.98,33
1753,Izaiah Johns,1300,,122445.0,20
1754,Bridger Johns,1197,TechDept6,128961.75,43
1755,Jaye Johns,1460,,56961.49,48
1756,Khalid Johns,1388,,136347.37,25
1757,Mohammad Johns,893,,118369.13,19
1758,Ryne Johns,371,,39280.66,29
1759,Dante Johns,349,,107932.24,41
1760,Jacquez Johns,1723,,135431.33,20
1761,Morton Johns,1100,,143259.16,29
1762,Perri Johns,11,,74202.64,37
1763,Forest Johns,61,,56982.72,48
1764,Jaydon Johns,961,,58459.89,26
1765,Caddie Johns,407,,42356.61,4
1766,Volney Johns,300,,101472.65,25
1767,Kraig Johns,1372,,64157.72,20
1768,Ray Johns,1515,,94633.02,44
1769,Cloyd Johns,375,,47874.27,20
1770,Rafaela Johns,1254,TechDept0,41883.46,27
1771,Sabina Johns,653,,122287.54,50
1772,Violetta Johns,505,,140722.63,24
1773,Tiney Johns,857,,122698.7,11
1774,Herschel Johns,1413,,54701.38,46
1775,Vonnie Johns,1202,,89473.69,9
1776,Ricki Johns,39,,147321.27,2
1777,Earley Johns,825,,87672.65,29
1778,Jarrett Johns,608,,128873.87,31
1779,Gracie Johns,349,,56214.23,30
1780,Leslee Johns,153,,41016.66,45
1781,Enrico Johns,183,,58619.97,20
1782,Kieran Johns,1557,TechDept9,135299.98,15
1783,Epifanio Johns,60,,53520.11,33
1784,Deliah Johns,1280,,138696.4,10
1785,Roena Johns,1296,,77377.5,9
1786,Mallie Johns,543,,49833.01,47
1787,Terrell Johns,87,,76254.04,31
1788,Delvin Johns,379,,100248.91,34
1789,Wayne Johns,223,,126546.79,2
1790,Buddie Johns,398,,147643.63,15
1791,Dorr Johns,1223,,141544.34,48
1792,Deasia Johns,1496,,122093.79,3
1793,Jase Johns,690,,106834.63,39
1794,Abie Johns,1507,,90026.45,42
1795,Alphonse Johns,827,TechDept3,91931.52,18
1796,Shelvia Johns,752,,142921.18,18
1797,Staci Johns,1695,,145173.58,29
1798,Dameon Johns,516,,139160.61,24
1799,Jobe Johns,265,,82218.02,7
1800,Rhianna Johns,1331,,103782.44,3
1801,Arnett Johns,441,,30047.64,7
1802,Richmond Johns,537,,38223.12,47
1803,Manuel Johns,1448,TechDept9,61064.79,1
1804,Ernest Johns,653,,82836.27,20
1805,Emogene Johns,210,,90644.32,45
1806,Alondra Johns,653,,86281.21,15
1807,Fannie Johns,1277,,124492.1,1
1808,Elease Johns,1726,,31041.55,20
1809,Kolten Johns,539,,85336.91,39
1810,Newt Johns,825,,108531.11,38
1811,Memphis Johns,161,,59604.68,16
1812,Kaleigh Johns,602,,116270.87,40
1813,General Johns,1607,,94397.18,3
1814,Stoney Johns,51,,144354.93,35
1815,Rigoberto Johns,463,,42338.89,29
1816,Daisha Johns,1386,,117635.96,26
1817,Tanesha Johns,792,,63593.8,10
1818,Colten Johns,109,TechDept5,80969.05,22
1819,Lawton Johns,1536,,138636.01,26
1820,Tristin Johns,1584,,117031.72,2
1821,Marsh Johns,594,,141817.15,12
1822,Graciela Johns,762,,141542.84,32
1823,Buel Johns,788,,34583.4,17
1824,Tyreke Johns,817,,139690.31,22
1825,Clarinda Johns,55,,91607.74,1
1826,Cameron Johns,242,TechDept8,74680.94,4
1827,Raphael Johns,1561,TechDept2,123465.49,38
1828,Rose Johns,107,,91317.91,11
1829,Myra Johns,540,,84464.1,41
1830,Arnulfo Johns,1490,,104846.98,43
1831,Zackary Johns,150,,74071.88,49
1832,Crysta Johns,1439,,39955.02,5
1833,Zelda Johns,419,,149213.49,27
1834,Raelyn Johns,609,,94663.35,38
1835,Roma Johns,391,,112742.04,11
1836,Arra Johns,1681,,88501.52,26
1837,Rosia Johns,320,,91363.97,13
1838,Zandra Johns,507,,144295.85,18
1839,Jordan Johns,543,,100037.51,49
1840,Nevada Johns,25,,100332.8,13
1841,Aloma Johns,57,,140874.16,37
1842,Britton Johns,1355,,98327.49,2
1843,Isom Johns,820,,68810.7,32
1844,Jerry Johns,1278,,65187.18,1
1845,Amanda Johns,37,,109036.65,34
1846,Rahsaan Johns,1249,,53136.84,14
1847,Dejon Johns,1371,TechDept5,92869.19,26
1848,Jarad Johns,1325,,39002.07,44
1849,Clemence Johns,87,TechDept1,110663.56,46
1850,Neppie Johns,1183,,104572.85,7
1851,Rozanne Johns,700,,129836.27,21
1852,Bernetta Johns,1146,,119088.03,20
1853,Nettie Johns,1204,,41645.49,13
1854,Darold Johns,1146,,116593.95,25
1855,Love Johns,1830,,66817.73,36
1856,Carma Johns,1656,,54774.65,42
1857,Lexi Johns,236,,67960.67,4
1858,Layne Johns,612,,108111.38,6
1859,Francis Johns,994,,126023.64,35
1860,Silas Johns,1039,TechDept4,123330.76,25
1861,Neal Johns,992,,82656.5,12
1862,Janeen Johns,1630,,65756.73,32
1863,Mona Johns,409,,127482.39,45
1864,Symone Johns,767,,73433.99,12
1865,Jovani Johns,341,,99688.78,18
1866,Dereck Johns,1281,,144212.68,23
1867,Maximo Johns,1001,,93081.86,43
1868,Ovila Johns,772,,137948.86,47
1869,Minnie Johns,1330,,112229.33,7
1870,Oakley Johns,1440,,47131.6,1
1871,Katlynn Johns,1215,,49634.69,35
1872,Marlene Johns,382,,48273.76,37
1873,Mortimer Johns,546,,49415.15,7
1874,Linsey Johns,1775,,97677.12,39
1875,Tella Johns,775,,145370.15,13
1876,Yasmin Johns,1730,,50559.53,24
1877,Hillary Johns,565,,54427.51,15
1878,Madisen Johns,1673,,80432.84,15
1879,Sonji Johns,290,,120688.6,23
1880,Chimere Johns,457,,53278.43,10
1881,Shepherd Johns,907,,132646.92,32
1882,Ailene Johns,286,,124680.02,9
1883,Lorelei Johns,1426,,49703.47,44
1884,Trista Johns,828,,118887.41,28
1885,Kylee Johns,292,,71479.13,46
1886,Mimi Johns,113,,42751.14,27
1887,Normand Johns,946,,143011.48,27
1888,Tea Johns,980,,89554.43,46
1889,Michelle Johns,1409,TechDept4,141197.93,1
1890,Ardeth Johns,1816,,105410.02,7
1891,Kenan Johns,1103,,87383.36,42
1892,Ivy Johns,1789,,34146.3,37
1893,Gaven Johns,1345,,141326.06,25
1894,Orley Johns,304,,69086.0,4
1895,Armin Johns,113,,126189.1,41
1896,Marilyn Johns,1341,,49882.31,15
1897,Harrie Johns,48,TechDept6,41802.29,24
1898,Demian Johns,469,,133002.31,32
1899,Lynnette Johns,1046,,108610.07,8
1900,Wing Johns,1088,,131508.92,32
1901,Elayne Johns,814,,76982.46,20
1902,Philo Johns,353,,125724.17,29
1903,Antonina Johns,1230,,105809.97,37
1904,Augustin Johns,325,,117842.68,43
1905,Darrick Johns,1062,,71784.14,45
1906,Deanne Johns,1905,,92345.54,23
1907,Pierce Johns,1856,,87350.81,18
1908,Danelle Johns,564,,32787.03,13
1909,Erica Johns,346,,120060.88,1
1910,Charley Johns,468,TechDept8,113176.01,48
1911,Jenniffer Johns,688,TechDept0,77410.45,36
1912,Donnell Johns,1555,,64832.22,38
1913,Ardell Johns,1565,TechDept9,86817.06,20
1914,Aletha Johns,1351,,82286.96,33
1915,Lashonda Johns,176,,123593.08,22
1916,Haven Johns,98,,69572.16,49
1917,Alysha Johns,128,TechDept9,60517.03,25
1918,Nevin Johns,267,,82410.08,38
1919,Adriene Johns,854,,130600.59,50
1920,Enzo Johns,838,,62420.97,42
1921,Francisca Johns,903,,85141.69,16
1922,Olevia Johns,1206,,121358.29,43
1923,Slade Johns,1340,,128016.21,45
1924,Nico Johns,617,,61216.87,12
1925,Brodie Johns,480,,109092.86,8
1926,Lenora Johns,1392,,67451.92,40
1927,Timothy Johns,990,,106677.04,16
1928,Lyndia Johns,469,,71782.46,0
1929,Ishaan Johns,975,,65308.48,33
1930,Rock Johns,457,,42923.74,39
1931,Ethie Johns,528,,125096.79,15
1932,Tony Johns,1472,,40301.45,18
1933,Cappie Johns,1336,,145933.57,22
1934,Arnie Johns,503,,70202.94,37
1935,Chanel Johns,1600,,91214.17,49
1936,Aggie Johns,953,,61124.58,44
1937,Xena Johns,536,,83727.29,9
1938,Sariah Johns,164,,78611.05,4
1939,Mabelle Johns,279,,104948.88,14
1940,Maura Johns,529,,77763.81,14
1941,Vashti Johns,1610,,41715.12,21
1942,Ama Johns,60,,146598.66,44
1943,Tollie Johns,1264,,43252.65,23
1944,Cherrie Johns,189,,69513.22,43
1945,Debroah Johns,172,,63897.4,46
1946,Esau Johns,180,,72798.22,46
1947,Marlin Johns,1588,,80676.17,3
1948,Tilman Johns,697,,124642.84,34
1949,Marlena Johns,1474,,114193.86,49
1950,Nona Johns,1813,,108316.25,50
1951,Suzie Johns,1161,,106350.17,4
1952,Casper Johns,174,,123764.33,50
1953,Hazle Johns,230,,30857.89,33
1954,Francesca Johns,279,,55655.86,32
1955,Amirah Johns,524,,50138.46,6
1956,Rahul Johns,1143,TechDept6,92823.31,5
1957,Kaelynn Johns,1327,,62833.45,33
1958,Arthor Johns,251,,54716.23,20
1959,Taryn Johns,1333,,86388.42,6
1960,Zakary Johns,947,,46377.41,26
1961,Bee Johns,1716,,143721.52,32
1962,Nealy Johns,718,,31745.36,4
1963,Max Johns,787,,49811.96,21
1964,Demarcus Johns,638,,57756.53,41
1965,Belen Johns,1509,,84178.59,31
1966,Dustyn Johns,741,,104182.69,15
1967,Edsel Johns,1244,,93562.31,0
1968,Candido Johns,1437,,123144.43,28
1969,Margaretha Johns,1835,,149499.95,47
1970,Joann Johns,1376,,109039.0,21
1971,Cannie Johns,1857,,62383.67,45
1972,Esmeralda Johns,959,TechDept6,50108.42,24
1973,Landyn Johns,785,,71603.72,22
1974,Nakia Johns,996,,79758.91,40
1975,Fitzgerald Johns,192,,33450.18,36
1976,Doloris Johns,822,,73696.22,13
1977,Annetta Johns,249,,67051.69,26
1978,Cecily Johns,489,,65253.27,19
1979,Jimena Johns,1001,,55557.35,47
1980,Erwin Johns,29,TechDept3,38897.84,37
1981,Jarod Johns,1820,,58878.19,23
1982,Kari Johns,676,,125567.8,31
1983,Valerie Johns,1264,,113345.51,12
1984,Jeramie Johns,1266,,47924.94,35
1985,Donita Johns,124,,131380.89,7
1986,Benji Johns,680,,129059.66,49
1987,Arron Johns,541,,68819.38,11
1988,Molly Johns,1081,TechDept3,134114.17,27
1989,Rusty Johns,1283,,104871.76,12
1990,Darryl Johns,1132,,37441.68,8
1991,Kegan Johns,1944,,32178.9,45
1992,Sabastian Johns,1285,,36042.81,44
1993,Alan Johns,168,,73096.66,28
1994,Gretchen Johns,1991,TechDept9,106000.23,27
1995,Gregorio Johns,491,,94107.07,11
1996,Hezekiah Johns,1122,,109525.44,29
1997,Teri Johns,530,,114856.26,22
1998,Jaleel Johns,1900,,92713.75,47
1999,Sophie Johns,572,,99594.77,42
2000,Cecelia Johns,28,,83413.82,6
2001,Clair Johns,600,,74535.39,10
2002,Demond Johns,1487,TechDept8,107348.02,37
2003,Monique Johns,1241,,78766.36,49
2004,Florentino Johns,919,,126286.07,21
2005,Stephani Johns,1057,,115367.69,23
2006,Jayda Johns,1607,,76473.4,21
2007,Delaney Johns,28,TechDept4,133083.64,28
2008,Demetra Johns,470,,82371.08,8
2009,Mellie Johns,528,,62456.47,9
2010,Danyelle Johns,1836,,56829.92,9
2011,Millie Johns,772,,65057.18,23
2012,Mark Johns,1063,,69153.07,48
2013,Kimberely Johns,1409,,146663.11,1
2014,Jon Johns,113,,132134.51,43
2015,Sister Johns,1673,,80056.82,15
2016,Oma Johns,386,,81480.97,10
2017,Trula Johns,518,,70007.07,3
2018,Danna Johns,1510,TechDept6,134271.34,3
2019,Vinnie Johns,92,,88221.08,43
2020,Martin Johns,228,,80901.65,7
2021,Maryjane Johns,1218,,81966.69,47
2022,Desirae Johns,102,,142602.16,31
2023,Kailey Johns,1175,,140724.49,4
2024,Porter Johns,69,TechDept2,73152.67,17
2025,Horatio Johns,507,,45241.8,39
2026,Mikal Johns,180,TechDept3,75747.89,38
2027,Unnamed Johns,1745,,117609.6,15
2028,Michaela Johns,10,,75189.36,50
2029,Brycen Johns,1535,,83634.77,26
2030,Camron Johns,58,,119203.07,2
2031,Tremayne Johns,635,,118709.38,21
2032,Emeline Johns,1598,,145479.81,41
2033,Noemie Johns,1794,TechDept7,127260.58,12
2034,Maliah Johns,13,TechDept1,76388.88,50
2035,Ervin Johns,24,,72820.24,50
2036,Giovanny Johns,919,,86058.94,31
2037,Danica Johns,1491,,136855.02,48
2038,Karli Johns,1575,TechDept6,89606.69,43
2039,Burgess Johns,396,,87056.65,49
2040,Dione Johns,985,,92831.13,49
2041,Aubra Johns,878,TechDept5,58226.92,8
2042,Melody Johns,1336,,122005.49,2
2043,Renee Johns,1624,,139447.5,32
2044,Gray Johns,1384,,149074.71,20
2045,Alwin Johns,532,,67423.43,22
2046,Shawn Johns,1975,,124619.01,39
2047,Jordi Johns,147,TechDept3,86173.18,37
2048,Elise Johns,899,,88939.7,19
2049,Randolf Johns,1499,,68695.62,40
2050,Jaliyah Johns,1789,,131318.4,30
2051,Benjiman Johns,2037,,118291.38,26
2052,Lyndsey Johns,1981,,109294.19,18
2053,Zaniyah Johns,386,,48022.95,42
2054,Pinkey Johns,1230,,45441.3,12
2055,Amara Johns,404,,95706.67,37
2056,Dakoda Johns,1210,,147392.54,11
2057,Denny Johns,503,,82735.4,35
2058,Johnnie Johns,151,,132287.65,33
2059,Howard Johns,1002,,60844.31,25
2060,Jaelynn Johns,1526,,69494.31,28
2061,Eldon Johns,1505,,45022.26,15
2062,Telly Johns,1434,,102320.41,14
2063,Jordy Johns,2032,,116845.11,5
2064,Salvador Johns,21,,89971.23,36
2065,Sheri Johns,597,,98298.53,27
2066,Shianne Johns,784,,88504.04,3
2067,Martha Johns,754,,135971.84,0
2068,Harland Johns,1896,,138608.19,8
2069,Acy Johns,217,,81184.1,4
2070,Lary Johns,476,,39598.13,42
2071,Attilio Johns,356,,66394.57,26
2072,Berkley Johns,220,,119165.3,28
2073,Daryle Johns,156,,32895.88,30
2074,Bessie Johns,1269,TechDept4,34376.12,43
2075,Dolph Johns,1685,,134111.05,40
2076,Leonor Johns,140,,131737.18,42
2077,Jessica Johns,1777,,134274.18,30
2078,Kendal Johns,1966,,51215.95,7
2079,Cuba Johns,703,TechDept7,90687.73,49
2080,Marshall Johns,1159,,88342.65,32
2081,Shayna Johns,225,TechDept6,74155.72,4
2082,Elijah Johns,2019,,145673.92,46
2083,Ibrahim Johns,569,,61888.68,12
2084,Randle Johns,445,TechDept8,123120.23,40
2085,Benjamin Johns,1289,,112418.92,31
2086,Oley Johns,888,,104519.67,6
2087,Hadassah Johns,1870,,35533.64,34
2088,Corie Johns,988,,147777.01,37
2089,Beda Johns,1347,,40861.19,27
2090,Linda Johns,1371,,64442.93,23
2091,Adelbert Johns,2042,,67261.38,12
2092,Lenna Johns,1319,,83295.18,28
2093,Maddux Johns,240,,99415.92,10
2094,Deonte Johns,2068,,144920.39,38
2095,Rueben Johns,1711,,58880.5,15
2096,Rustin Johns,735,,63608.76,5
2097,Jefferson Johns,1534,,135027.1,35
2098,Lyn Johns,1164,,94360.02,4
2099,Corrina Johns,704,,149624.02,31
2100,Epsie Johns,1918,,100079.64,8
2101,Jaeda Johns,792,,95546.76,16
2102,Kiyoko Johns,1240,,142499.34,14
2103,Leighton Johns,947,,144866.43,2
2104,Christal Johns,178,TechDept7,80167.02,11
2105,Violeta Johns,559,,61581.47,25
2106,Jami Johns,1932,,52765.09,24
2107,Jonatan Johns,1305,TechDept2,35390.1,2
2108,Riley Johns,1584,,127095.69,46
2109,Dannie Johns,938,,55438.23,21
2110,Ricky Johns,437,,111896.71,48
2111,Lawrence Johns,1142,,41182.69,10
2112,Malinda Johns,1990,,48401.69,25
2113,Ester Johns,1759,,86593.55,30
2114,Anitra Johns,747,,118725.45,32
2115,Matie Johns,544,,78188.91,33
2116,Alline Johns,1403,,36475.62,9
2117,Miller Johns,505,,33464.18,16
2118,Art Johns,1022,TechDept3,41441.67,22
2119,Amberly Johns,81,,127152.62,13
2120,Wilhelmine Johns,1621,,83810.79,10
2121,Ignacio Johns,1027,,115524.72,41
2122,Russel Johns,2108,,97222.63,30
2123,Laverna Johns,1647,,133068.33,27
2124,Clarisa Johns,1621,,136841.46,41
2125,Tyquan Johns,1758,,123994.36,27
2126,Erle Johns,378,,45285.48,2
2127,Lafe Johns,1135,TechDept2,140011.87,27
2128,Aime Johns,613,,121531.18,25
2129,Zillah Johns,1938,,89984.77,45
2130,Colie Johns,759,,77669.02,34
2131,Ninnie Johns,328,TechDept6,52758.13,6
2132,Urijah Johns,434,,44026.36,45
2133,Chiquita Johns,1939,,123507.0,44
2134,Kristian Johns,1881,,89358.57,47
2135,Ferne Johns,721,,138072.73,49
2136,Gaylord Johns,1673,,89641.81,43
2137,Candy Johns,663,,94329.26,26
2138,Bernadine Johns,944,TechDept4,121607.8,8
2139,Cressie Johns,165,,122718.38,33
2140,Channing Johns,1283,,107473.37,42
2141,Letha Johns,918,,58364.72,21
2142,Hailey Johns,451,TechDept0,43673.59,39
2143,Creola Johns,1163,,140887.52,37
2144,Loyce Johns,1325,,33310.86,39
2145,Reese Johns,28,,132292.62,44
2146,Felisha Johns,1413,TechDept5,138155.92,29
2147,Otho Johns,606,,87794.97,5
2148,Remy Johns,2101,,62497.78,42
2149,Mercedes Johns,1907,,121485.92,37
2150,Ozell Johns,354,,40042.62,27
2151,Jacey Johns,86,,42192.83,11
2152,Fritz Johns,6,,60247.08,34
2153,Margeret Johns,501,,113613.41,48
2154,Derl Johns,200,,56380.36,22
2155,Metro Johns,761,,99333.97,8
2156,Ruthanne Johns,2086,,145235.97,28
2157,Rosella Johns,1760,,99879.85,36
2158,Francies Johns,1124,,134459.29,0
2159,Erasmo Johns,869,TechDept5,85690.23,11
2160,Delila Johns,1452,,43208.34,13
2161,Jeraldine Johns,1171,,59378.35,19
2162,Joleen Johns,486,,111667.3,23
2163,Verlie Johns,606,,125750.89,7
2164,Baxter Johns,409,,80085.95,30
2165,Dale Johns,144,,147387.78,7
2166,Maybelle Johns,215,TechDept3,128820.98,25
2167,Deegan Johns,1184,,141631.8,48
2168,Charlton Johns,1176,,89670.99,5
2169,Sarita Johns,282,,78692.32,38
2170,Alton Johns,1312,,90657.07,23
2171,Johnson Johns,937,TechDept2,68921.54,40
2172,Rashida Johns,280,TechDept9,84633.75,3
2173,Audriana Johns,1318,,142719.59,35
2174,Trinidad Johns,806,TechDept6,90257.91,46
2175,Nicolette Johns,327,,66066.23,31
2176,Tabatha Johns,263,,147825.71,16
2177,Evonne Johns,811,,103965.95,7
2178,Karolyn Johns,2163,,94773.92,45
2179,Abraham Johns,773,,44801.66,11
2180,Macie Johns,1150,,120991.45,23
2181,Macarthur Johns,2013,,54739.92,12
2182,Alberto Johns,1785,,62510.09,34
2183,Johnathan Johns,2068,,104566.23,3
2184,Matilde Johns,954,,144496.93,34
2185,Bill Johns,872,,97289.98,33
2186,Lavenia Johns,375,,115803.4,36
2187,Kasey Johns,295,TechDept0,30969.98,35
2188,Fredie Johns,1067,TechDept3,144118.12,25
2189,Daulton Johns,665,,72335.73,38
2190,Auther Johns,819,,50092.2,40
2191,Marcelle Johns,1448,,35731.21,49
2192,Isaac Johns,1884,,96083.44,32
2193,Nia Johns,1796,,75275.03,40
2194,Laurene Johns,1213,,136602.36,28
2195,Conrad Johns,702,,68655.17,3
2196,Eugene Johns,1116,,143432.91,5
2197,Averie Johns,1351,,35958.26,2
2198,Judson Johns,1680,,69240.29,42
2199,Kirby Johns,667,,133383.92,21
2200,Vida Johns,1498,,144350.68,4
2201,Cathleen Johns,55,,146626.94,40
2202,Luis Johns,1886,,116095.73,20
2203,Emmie Johns,1516,,58979.71,22
2204,Lisa Johns,1256,,39561.6,35
2205,Tillie Johns,1246,,47690.2,38
2206,Stevan Johns,1217,,60202.55,20
2207,Virgle Johns,1688,,102554.8,14
2208,Bunk Johns,1686,,50064.28,38
2209,Littie Johns,1200,,76917.87,29
2210,Delpha Johns,1598,,120405.03,8
2211,Cherish Johns,849,,55617.58,13
2212,Gracia Johns,218,,137198.41,48
2213,Marylou Johns,1765,TechDept0,41841.23,21
2214,Audra Johns,493,,64165.73,0
2215,Henretta Johns,112,,144009.34,15
2216,Edgar Johns,1784,,82181.05,16
2217,Reino Johns,71,,65681.56,9
2218,Ellwood Johns,1113,,79564.22,15
2219,Harlie Johns,1629,,125422.34,32
2220,Samson Johns,1215,,88297.87,24
2221,Kyree Johns,738,,118757.48,1
2222,Bradyn Johns,1227,,123609.04,5
2223,Sydni Johns,1036,,148317.52,24
2224,Tennie Johns,1175,,100675.57,18
2225,Wash Johns,1016,,110965.12,17
2226,Amari Johns,1423,,148245.62,14
2227,Anais Johns,2085,,90290.0,24
2228,Danae Johns,1475,,124622.09,12
2229,Philomene Johns,764,TechDept6,117210.7,23
2230,Dwight Johns,1092,,32321.91,6
2231,Duke Johns,1609,,99808.21,41
2232,Donie Johns,314,,38876.17,29
2233,Jory Johns,898,,109350.75,42
2234,Laurance Johns,1487,,121406.64,8
2235,Collie Johns,231,,61403.9,0
2236,Patience Johns,1742,,79437.21,24
2237,Carlton Johns,900,,44515.12,19
2238,Gavin Johns,1265,,37709.85,1
2239,Teela Johns,338,,33900.21,45
2240,Amey Johns,960,,49756.86,38
2241,Ednah Johns,1284,,52236.48,47
2242,Merri Johns,2233,,79275.74,6
2243,Boston Johns,100,,146551.33,13
2244,Roy Johns,111,,148040.13,2
2245,Treasure Johns,2068,TechDept1,115462.71,26
2246,Erling Johns,145,TechDept4,54711.66,12
2247,Aleena Johns,51,,76165.77,20
2248,Willa Johns,638,,72408.21,2
2249,Selina Johns,1018,,148069.74,2
2250,Jessi Johns,1774,,120734.81,1
2251,Lakesha Johns,1430,,85870.4,43
2252,Fabian Johns,413,,106371.29,6
2253,Thea Johns,1233,,138800.26,32
2254,Joseline Johns,1735,,44282.13,21
2255,Miya Johns,2205,,113325.82,21
2256,Tahj Johns,1064,,132101.68,0
2257,Franz Johns,2115,,55126.04,34
2258,Mariana Johns,1431,,42128.08,33
2259,Siena Johns,671,,146885.24,1
2260,Zayden Johns,1163,,124009.92,25
2261,Tyra Johns,1334,,38089.15,29
2262,Charleen Johns,2022,,146438.62,6
2263,Glen Johns,1866,,129870.23,18
2264,Juana Johns,1136,TechDept0,79904.99,4
2265,Reason Johns,1836,,55517.6,29
2266,Norton Johns,2150,,40492.93,36
2267,Douglas Johns,255,,36021.64,8
2268,Hung Johns,1790,,143432.23,9
2269,Nadia Johns,525,,142883.34,50
2270,Denise Johns,970,,65143.68,21
2271,Jarvis Johns,271,,145680.22,2
2272,Waylon Johns,375,,82683.55,1
2273,Milford Johns,1765,,118240.45,14
2274,Lulla Johns,454,,63267.35,12
2275,Alisson Johns,1989,,145659.83,43
2276,Milburn Johns,2120,,106560.52,11
2277,Scotty Johns,1424,,61305.86,9
2278,Ciara Johns,620,,120455.5,36
2279,Helena Johns,901,,54771.79,45
2280,Moira Johns,1899,,53614.23,21
2281,Angele Johns,2034,,131490.98,16
2282,Jazlyn Johns,1865,,86048.14,41
2283,Tresa Johns,604,,133170.91,48
2284,Kristine Johns,724,TechDept0,143320.09,49
2285,Mathias Johns,2197,TechDept0,69334.04,39
2286,Odell Johns,851,,80919.13,19
2287,Mickie Johns,1877,,129937.3,16
2288,Sherie Johns,1082,,50116.72,33
