ssnum,name,course,grade
24665,Kierra Hermann,Math,2.17
24666,Taja Hermann,Physics,3.38
24667,Gennaro Hermann,Physics,1.9
24668,Adyson Hermann,Chemistry,2.32
24669,Jaylynn Hermann,Chemistry,2.02
24670,Franklyn Hermann,Biology,2.57
24671,Jeanette Hermann,Computer Science,1.13
24672,Davie Hermann,Computer Science,2.51
24673,Maureen Hermann,Computer Science,4.3
24674,Jarad Hermann,Math,4.3
24675,Waldemar Hermann,Biology,2.57
24676,Litha Hermann,Physics,3.86
24677,Lizette Hermann,Chemistry,2.88
24678,Gael Hermann,Physics,2.92
24679,Phyliss Hermann,Computer Science,2.24
24680,Deeann Hermann,Biology,1.08
24681,Alston Hermann,Math,1.06
24682,Tarah Hermann,Math,2.76
24683,Lissette Hermann,Physics,2.88
24684,Keegan Hermann,Physics,3.96
24685,Ceil Hermann,Computer Science,4.17
24686,Jenifer Hermann,Math,1.53
24687,Lanny Hermann,Biology,4.13
24688,Samual Hermann,Computer Science,1.03
24689,Jovany Hermann,Chemistry,3.91
24690,Kayleigh Hermann,Physics,4.27
24691,Jann Hermann,Biology,1.91
24692,Niles Hermann,Computer Science,1.35
24693,Sister Hermann,Physics,3.94
24694,Chaney Hermann,Math,1.47
24695,Keith Hermann,Physics,2.57
24696,Doshie Hermann,Physics,3.09
24697,Jesenia Hermann,Math,1.43
24698,Ramon Hermann,Biology,3.26
24699,Herman Hermann,Chemistry,1.36
24700,Ottis Hermann,Physics,2.03
24701,Randolph Hermann,Chemistry,4.36
24702,Janice Hermann,Chemistry,3.66
24703,Jerilynn Hermann,Physics,2.53
24704,Delois Hermann,Chemistry,2.92
24705,Samara Hermann,Math,1.23
24706,Thaddeus Hermann,Physics,2.29
24707,Eddie Hermann,Physics,2.02
24708,Jasmin Hermann,Computer Science,2.35
24709,Brionna Hermann,Physics,2.41
24710,Reino Hermann,Physics,2.54
24711,Maria Hermann,Biology,1.79
24712,Matthias Hermann,Computer Science,2.9
24713,Hamilton Hermann,Math,2.45
24714,Michell Hermann,Math,3.27
24715,Estevan Hermann,Physics,3.65
24716,Lenon Hermann,Biology,4.47
24717,Kenley Hermann,Biology,4.43
24718,Mahala Hermann,Chemistry,4.86
24719,Caprice Hermann,Chemistry,3.92
24720,Rustin Hermann,Physics,3.02
24721,Trever Hermann,Biology,3.88
24722,Sydnie Hermann,Computer Science,2.39
24723,Deedee Hermann,Biology,3.12
24724,Ott Hermann,Physics,1.52
24725,Attie Hermann,Computer Science,4.85
24726,Goldia Hermann,Chemistry,1.28
24727,Quentin Hermann,Physics,1.29
24728,Skyla Hermann,Computer Science,1.87
24729,Alvin Hermann,Math,2.65
24730,Talmage Hermann,Physics,1.1
24731,Wash Hermann,Chemistry,3.41
24732,Delpha Hermann,Computer Science,3.93
24733,Montel Hermann,Math,3.4
24734,Tyrell Hermann,Math,2.63
24735,Delora Hermann,Chemistry,3.81
24736,Bessie Hermann,Computer Science,2.87
24737,Nila Hermann,Computer Science,2.02
24738,Scarlett Hermann,Biology,1.6
24739,Karlie Hermann,Chemistry,3.31
24740,Corbin Hermann,Physics,3.9
24741,Rudolfo Hermann,Computer Science,1.03
24742,Lenwood Hermann,Physics,2.31
24743,Collie Hermann,Computer Science,2.31
24744,Davina Hermann,Biology,3.22
24745,Iris Hermann,Physics,1.89
24746,Alonso Hermann,Math,3.76
24747,Janie Hermann,Math,4.73
24748,Burnell Hermann,Biology,3.62
24749,Grayling Hermann,Physics,2.94
24750,Jude Hermann,Biology,1.06
24751,Debbie Hermann,Computer Science,1.94
24752,Corrine Hermann,Biology,4.61
24753,Esker Hermann,Computer Science,2.11
24754,Alfonse Hermann,Computer Science,4.19
24755,Jada Hermann,Physics,2.71
24756,Debbra Hermann,Biology,4.37
24757,Scott Hermann,Math,1.25
24758,Tenika Hermann,Chemistry,1.04
24759,Agatha Hermann,Computer Science,2.39
24760,Raymond Hermann,Physics,1.35
24761,Averi Hermann,Physics,1.67
24762,Irine Hermann,Chemistry,1.77
24763,Hayward Hermann,Chemistry,3.66
24764,Harl Hermann,Chemistry,2.14
24765,Johnie Hermann,Biology,2.27
24766,Thekla Hermann,Physics,3.62
24767,Gunner Hermann,Computer Science,3.27
24768,Buren Hermann,Computer Science,1.92
24769,Angel Hermann,Chemistry,2.86
24770,Dock Hermann,Computer Science,4.64
24771,Loreen Hermann,Physics,4.08
24772,Ciara Hermann,Biology,1.78
24773,Woodroe Hermann,Physics,3.1
24774,Damion Hermann,Chemistry,2.1
24775,Olevia Hermann,Biology,3.4
24776,Drew Hermann,Biology,3.28
24777,Dejuan Hermann,Computer Science,2.2
24778,Kailyn Hermann,Math,2.2
24779,Cleola Hermann,Biology,4.11
24780,Nanie Hermann,Chemistry,3.15
24781,Savon Hermann,Physics,4.26
24782,Concetta Hermann,Math,1.2
24783,Danniel Hermann,Chemistry,3.95
24784,Dillard Hermann,Physics,1.01
24785,Rufus Hermann,Biology,3.25
24786,Zola Hermann,Biology,1.24
24787,Marita Hermann,Chemistry,2.24
24788,Janel Hermann,Computer Science,4.76
24789,Bill Hermann,Math,2.32
24790,Jeanne Hermann,Physics,4.18
24791,Kyara Hermann,Biology,2.63
24792,Minda Hermann,Physics,1.88
24793,Cleva Hermann,Computer Science,2.55
24794,Stanley Hermann,Computer Science,2.34
24795,Melvyn Hermann,Biology,2.73
24796,Pierce Hermann,Computer Science,4.2
24797,Hobson Hermann,Biology,1.3
24798,Braeden Hermann,Math,1.81
24799,Tristian Hermann,Physics,3.67
24800,Goldie Hermann,Math,1.7
24801,Ben Hermann,Chemistry,4.55
24802,Darl Hermann,Math,1.15
24803,Delos Hermann,Math,2.5
24804,Todd Hermann,Computer Science,1.25
24805,Hayden Hermann,Physics,2.71
24806,Cristine Hermann,Physics,2.39
24807,Silvio Hermann,Computer Science,1.8
24808,Chante Hermann,Physics,1.23
24809,Melissia Hermann,Physics,1.47
24810,Kia Hermann,Physics,3.27
24811,Adela Hermann,Physics,1.46
24812,Erasmo Hermann,Math,1.63
24813,Henry Hermann,Chemistry,4.89
24814,Travon Hermann,Computer Science,4.94
24815,Cinda Hermann,Biology,1.19
24816,Kiera Hermann,Computer Science,4.86
24817,Rosaria Hermann,Physics,2.67
24818,Frederic Hermann,Physics,2.49
24819,Frida Hermann,Biology,1.06
24820,Collis Hermann,Biology,4.78
24821,Elna Hermann,Biology,2.62
24822,Jaelynn Hermann,Biology,4.84
24823,Eileen Hermann,Computer Science,2.37
24824,Iridian Hermann,Chemistry,3.22
24825,Arvel Hermann,Math,2.87
24826,Nana Hermann,Computer Science,2.02
24827,Allison Hermann,Chemistry,3.74
24828,Lyndon Hermann,Physics,4.32
24829,Liddie Hermann,Computer Science,3.9
24830,Naomi Hermann,Physics,4.35
24831,Burnice Hermann,Biology,3.7
24832,Jayvion Hermann,Biology,1.46
24833,Adeline Hermann,Computer Science,1.28
24834,Emelie Hermann,Chemistry,2.28
24835,Floretta Hermann,Computer Science,1.08
24836,Adelina Hermann,Math,3.2
24837,Kanye Hermann,Biology,2.06
24838,Lucien Hermann,Physics,2.46
24839,Jep Hermann,Physics,1.82
24840,Cloyd Hermann,Chemistry,4.53
24841,Darrian Hermann,Computer Science,2.42
24842,Hiroshi Hermann,Chemistry,3.69
24843,Bena Hermann,Computer Science,1.43
24844,Joetta Hermann,Biology,3.11
24845,Dyllan Hermann,Physics,4.48
24846,Colton Hermann,Computer Science,3.34
24847,Semaj Hermann,Computer Science,2.75
24848,Richie Hermann,Biology,2.86
24849,Douglass Hermann,Math,2.02
24850,Natosha Hermann,Biology,4.45
24851,Hillary Hermann,Chemistry,4.34
24852,Auther Hermann,Math,4.27
24853,Maxx Hermann,Biology,4.98
24854,Mattie Hermann,Computer Science,3.6
24855,Posey Hermann,Biology,2.82
24856,Ramiro Hermann,Physics,2.73
24857,Braiden Hermann,Biology,4.48
24858,Moises Hermann,Biology,2.44
24859,Edward Hermann,Physics,2.2
24860,Chance Hermann,Chemistry,4.07
24861,Love Hermann,Computer Science,2.1
24862,Dashawn Hermann,Biology,2.88
24863,Ivy Hermann,Chemistry,3.39
24864,Yahir Hermann,Computer Science,1.92
24865,Kristie Hermann,Chemistry,1.51
24866,Lakisha Hermann,Math,4.38
24867,Rollin Hermann,Math,4.14
24868,Ewald Hermann,Chemistry,4.89
24869,Ila Hermann,Physics,1.81
24870,Yoselin Hermann,Biology,3.2
24871,Kaylynn Hermann,Biology,1.92
24872,Marylee Hermann,Chemistry,2.69
24873,Lia Hermann,Math,4.97
24874,Marsh Hermann,Biology,4.91
24875,Maliah Hermann,Chemistry,3.6
24876,Kenisha Hermann,Math,4.17
24877,Alvie Hermann,Chemistry,3.79
24878,Ayla Hermann,Chemistry,3.91
24879,Amira Hermann,Biology,2.8
24880,Wess Hermann,Computer Science,1.12
24881,Manila Hermann,Physics,3.06
24882,Willian Hermann,Physics,2.17
24883,Shea Hermann,Math,2.06
24884,Treasure Hermann,Physics,4.9
24885,Con Hermann,Math,4.44
24886,Evelina Hermann,Math,1.05
24887,Rolland Hermann,Biology,1.53
24888,Genoveva Hermann,Math,3.0
24889,Noble Hermann,Chemistry,4.21
24890,Frances Hermann,Biology,3.16
24891,Leland Hermann,Math,3.46
24892,Sanjuana Hermann,Computer Science,2.09
24893,Ernie Hermann,Math,4.17
24894,Kiyoshi Hermann,Biology,1.15
24895,Tisha Hermann,Biology,4.55
24896,Belva Hermann,Biology,2.72
24897,Marie Hermann,Math,1.57
24898,Syreeta Hermann,Chemistry,3.96
24899,Izabella Hermann,Biology,1.71
24900,Alto Hermann,Biology,2.54
24901,Carli Hermann,Math,4.34
24902,Jonathan Hermann,Chemistry,1.35
24903,Ardyce Hermann,Chemistry,3.61
24904,Nels Hermann,Computer Science,2.71
24905,Lulah Hermann,Physics,3.49
24906,Aubra Hermann,Chemistry,4.89
24907,Vernelle Hermann,Biology,2.49
24908,Coy Hermann,Math,3.22
24909,Garland Hermann,Physics,4.85
24910,Nora Hermann,Biology,2.45
24911,Analia Hermann,Chemistry,3.15
24912,Herma Hermann,Physics,3.04
24913,Claude Hermann,Math,1.94
24914,Marrion Hermann,Physics,3.54
24915,Arne Hermann,Physics,4.05
24916,Merrilee Hermann,Math,4.11
24917,Manda Hermann,Computer Science,2.53
24918,Ananias Hermann,Math,2.12
24919,Dollie Hermann,Chemistry,1.81
24920,Orlena Hermann,Chemistry,3.61
24921,Era Hermann,Physics,3.09
24922,Jaimee Hermann,Chemistry,4.74
24923,Darren Hermann,Computer Science,4.08
24924,Reinaldo Hermann,Biology,1.38
24925,Carlota Hermann,Computer Science,4.15
24926,Audra Hermann,Chemistry,3.81
24927,Chrissie Hermann,Physics,2.26
24928,Malcolm Hermann,Biology,3.72
24929,Ammie Hermann,Computer Science,1.28
24930,Albertha Hermann,Physics,3.64
24931,Levin Hermann,Biology,2.73
24932,Krissy Hermann,Computer Science,4.47
24933,Porsha Hermann,Physics,4.1
24934,Cammie Hermann,Biology,4.35
24935,Erlene Hermann,Biology,3.1
24936,Chin Hermann,Math,2.3
24937,Milas Hermann,Math,2.93
24938,Elvie Hermann,Math,2.7
24939,Tobe Hermann,Biology,4.12
24940,Tayler Hermann,Math,2.62
24941,Vanesa Hermann,Biology,4.84
24942,Katrina Hermann,Computer Science,4.18
24943,Cash Hermann,Biology,2.34
24944,Jamaal Hermann,Biology,1.27
24945,Keanu Hermann,Computer Science,4.63
24946,Jaylyn Hermann,Chemistry,3.25
24947,Mahalia Hermann,Biology,1.89
24948,Yurem Hermann,Computer Science,4.89
24949,Wells Hermann,Computer Science,3.42
24950,Suellen Hermann,Physics,2.12
24951,Freeda Hermann,Chemistry,1.06
24952,Ab Hermann,Chemistry,3.46
24953,Josef Hermann,Chemistry,4.98
24954,Esteban Hermann,Physics,2.89
24955,Wendell Hermann,Math,3.17
24956,Keyshawn Hermann,Biology,4.18
24957,Santa Hermann,Biology,1.95
24958,Debora Hermann,Computer Science,2.71
24959,Hervey Hermann,Biology,3.32
24960,Jermaine Hermann,Math,3.81
24961,Eugenio Hermann,Math,3.76
24962,Olga Hermann,Biology,1.39
24963,Sallie Hermann,Biology,4.51
24964,Bertie Hermann,Math,4.98
24965,Wong Hermann,Math,4.85
24966,Marni Hermann,Computer Science,1.67
24967,Alina Hermann,Math,3.95
24968,Alvia Hermann,Math,3.95
24969,Candido Hermann,Chemistry,1.65
24970,Darvin Hermann,Biology,3.09
24971,Lacy Hermann,Computer Science,4.52
24972,Sunday Hermann,Biology,3.74
24973,Tony Hermann,Physics,1.16
24974,Toya Hermann,Physics,1.5
24975,Marjorie Hermann,Chemistry,1.15
24976,Ryker Hermann,Physics,2.14
24977,Ilah Hermann,Biology,2.01
24978,Nichole Hermann,Math,2.75
24979,Felisha Hermann,Chemistry,1.66
24980,Gale Hermann,Computer Science,4.67
24981,Mahalie Hermann,Chemistry,2.43
24982,Addisyn Hermann,Chemistry,4.92
24983,Kyler Hermann,Biology,4.57
24984,Fleeta Hermann,Math,3.52
24985,Domenico Hermann,Computer Science,3.6
24986,Jessye Hermann,Math,1.29
24987,Adel Hermann,Chemistry,2.47
24988,Glynn Hermann,Math,1.46
24989,Slade Hermann,Biology,4.16
24990,Kirstin Hermann,Chemistry,2.99
24991,Guss Hermann,Chemistry,2.8
24992,Ellwood Hermann,Computer Science,2.72
24993,Maribeth Hermann,Chemistry,1.4
24994,Sharday Hermann,Physics,2.68
24995,Indiana Hermann,Biology,4.63
24996,Else Hermann,Physics,1.71
24997,Augusta Hermann,Physics,4.8
24998,Greene Hermann,Math,3.23
24999,Jerilyn Hermann,Computer Science,2.11
25000,Julious Hermann,Physics,1.83
25001,Aline Hermann,Computer Science,3.18
25002,Chadd Hermann,Math,1.32
25003,Lonna Hermann,Chemistry,3.03
25004,Eboni Hermann,Math,2.97
25005,Caron Hermann,Physics,1.03
25006,Mac Hermann,Math,1.07
25007,Young Hermann,Physics,1.43
25008,Kraig Hermann,Biology,2.43
25009,Gus Hermann,Chemistry,1.16
25010,Gregg Hermann,Math,1.23
25011,Adelyn Hermann,Physics,3.95
25012,Galen Hermann,Biology,1.37
25013,Terrill Hermann,Math,1.42
25014,Dagny Hermann,Math,1.75
25015,Lakeisha Hermann,Computer Science,3.31
25016,Helene Hermann,Biology,3.32
25017,Lesli Hermann,Chemistry,2.2
25018,Antonina Hermann,Computer Science,3.9
25019,Meagan Hermann,Biology,1.43
25020,Fernando Hermann,Computer Science,3.83
25021,Donavan Hermann,Chemistry,3.17
25022,Marleen Hermann,Math,3.99
25023,Antwon Hermann,Computer Science,4.29
25024,Elois Hermann,Physics,1.11
25025,Jarett Hermann,Computer Science,3.55
25026,Eve Hermann,Computer Science,4.33
25027,Devonte Hermann,Physics,2.59
25028,Holly Hermann,Physics,2.01
25029,Ashlea Hermann,Biology,3.63
25030,Tina Hermann,Computer Science,2.81
25031,Earl Hermann,Computer Science,1.0
25032,Julia Hermann,Computer Science,3.97
25033,Kelby Hermann,Chemistry,1.58
25034,Furman Hermann,Physics,3.14
25035,Fred Hermann,Biology,3.67
25036,Brandin Hermann,Chemistry,3.32
25037,Shirley Hermann,Physics,3.1
25038,Keaton Hermann,Chemistry,3.28
25039,Darryl Hermann,Computer Science,3.93
25040,Cleta Hermann,Biology,4.09
25041,Deangelo Hermann,Math,4.56
25042,Cordelia Hermann,Math,4.78
25043,Evalena Hermann,Chemistry,4.77
25044,French Hermann,Physics,3.12
25045,Lucky Hermann,Computer Science,2.23
25046,Pinkney Hermann,Computer Science,2.64
25047,Hans Hermann,Computer Science,1.51
25048,Diamond Hermann,Chemistry,2.99
25049,Ivor Hermann,Physics,1.46
25050,Kaia Hermann,Computer Science,2.8
25051,Santina Hermann,Biology,3.98
25052,Luigi Hermann,Biology,4.26
25053,Lucretia Hermann,Math,4.49
25054,Makayla Hermann,Computer Science,2.93
25055,Raelyn Hermann,Physics,2.52
25056,Jensen Hermann,Physics,1.15
25057,Trish Hermann,Computer Science,4.73
25058,Aliana Hermann,Computer Science,4.82
25059,Tammie Hermann,Chemistry,2.46
25060,Zeno Hermann,Math,4.62
25061,Jadiel Hermann,Computer Science,4.4
25062,Azariah Hermann,Computer Science,3.39
25063,Sudie Hermann,Chemistry,4.07
25064,Rozanne Hermann,Math,3.71
25065,Khloe Hermann,Physics,3.3
25066,Octavius Hermann,Math,1.53
25067,Pierre Hermann,Physics,2.35
25068,Alyssia Hermann,Math,1.46
25069,Shiela Hermann,Biology,1.95
25070,Orrin Hermann,Biology,1.42
25071,Madelynn Hermann,Physics,1.53
25072,Buffy Hermann,Physics,3.31
25073,Dustyn Hermann,Physics,2.15
25074,Jimmy Hermann,Biology,4.28
25075,Jim Hermann,Chemistry,1.17
25076,Gideon Hermann,Biology,4.32
25077,Patric Hermann,Physics,4.07
25078,Sondra Hermann,Math,4.23
25079,Lonny Hermann,Math,3.31
25080,Durwood Hermann,Physics,3.3
25081,Darryle Hermann,Physics,4.61
25082,Cephus Hermann,Chemistry,3.81
25083,Evelyne Hermann,Physics,2.01
25084,Magan Hermann,Math,2.31
25085,Reyes Hermann,Chemistry,3.59
25086,Clifton Hermann,Physics,2.2
25087,Darnell Hermann,Physics,1.04
25088,Elodie Hermann,Computer Science,1.59
25089,Butler Hermann,Chemistry,2.91
25090,Matteo Hermann,Biology,1.59
25091,Prentiss Hermann,Biology,2.14
25092,Aja Hermann,Math,4.87
25093,Barrett Hermann,Biology,3.33
25094,Harley Hermann,Computer Science,4.99
25095,Wilber Hermann,Computer Science,4.28
25096,Hettie Hermann,Biology,3.0
25097,Karson Hermann,Computer Science,1.13
25098,Roxana Hermann,Biology,1.35
25099,Kaya Hermann,Chemistry,2.67
25100,Chantel Hermann,Physics,2.43
25101,Madisyn Hermann,Computer Science,3.42
25102,Ama Hermann,Math,1.13
25103,Elinor Hermann,Math,2.45
25104,Estrella Hermann,Physics,2.28
25105,Erasmus Hermann,Biology,2.13
25106,Malaya Hermann,Biology,3.43
25107,Octavie Hermann,Math,3.69
25108,India Hermann,Math,1.4
25109,Kala Hermann,Physics,4.69
25110,Bette Hermann,Physics,4.64
25111,Cornie Hermann,Biology,4.65
25112,Anthoney Hermann,Biology,4.13
25113,Stormy Hermann,Chemistry,2.74
25114,Benny Hermann,Biology,2.76
25115,Howell Hermann,Physics,1.75
25116,Ples Hermann,Chemistry,3.09
25117,Fisher Hermann,Physics,1.38
25118,Maud Hermann,Computer Science,4.62
25119,Shaniya Hermann,Chemistry,2.35
25120,Buena Hermann,Computer Science,1.34
25121,Alesia Hermann,Math,2.45
25122,Harding Hermann,Physics,3.58
25123,Raoul Hermann,Math,3.56
25124,Jayde Hermann,Chemistry,1.92
25125,Kyan Hermann,Math,4.71
25126,Robyn Hermann,Biology,3.6
25127,Dylan Hermann,Math,2.49
25128,Dax Hermann,Chemistry,3.18
25129,Aurelia Hermann,Chemistry,3.39
25130,Whitley Hermann,Math,4.93
25131,Ollie Hermann,Computer Science,3.31
25132,Rex Hermann,Computer Science,3.43
25133,Rogelio Hermann,Computer Science,4.98
25134,Jayne Hermann,Computer Science,4.8
25135,Martina Hermann,Math,4.19
25136,Evonne Hermann,Biology,1.87
25137,Shayne Hermann,Math,4.53
25138,Shyanne Hermann,Biology,3.97
25139,Otha Hermann,Physics,2.9
25140,Mariela Hermann,Physics,4.19
25141,Natalee Hermann,Physics,3.6
25142,Kellee Hermann,Math,4.51
25143,Ronda Hermann,Biology,2.69
25144,Elfreda Hermann,Chemistry,2.7
25145,Ronna Hermann,Biology,3.1
25146,Keli Hermann,Math,3.85
25147,Jerimy Hermann,Biology,4.09
25148,Channie Hermann,Biology,1.52
25149,Samir Hermann,Computer Science,3.52
25150,Velvet Hermann,Chemistry,3.66
25151,Phoebe Hermann,Computer Science,2.61
25152,Sandi Hermann,Computer Science,3.51
25153,Lincoln Hermann,Computer Science,2.42
25154,Roger Hermann,Biology,4.93
25155,Mcarthur Hermann,Physics,4.97
25156,Darrick Hermann,Biology,2.86
25157,Kinsley Hermann,Computer Science,4.57
25158,Tarik Hermann,Biology,2.36
25159,Gardner Hermann,Chemistry,3.19
25160,Mina Hermann,Computer Science,4.16
25161,Brayan Hermann,Physics,3.22
25162,Willam Hermann,Physics,2.18
25163,Wade Hermann,Computer Science,3.96
25164,Bria Hermann,Biology,1.94
25165,Jarrad Hermann,Chemistry,4.89
25166,Leopold Hermann,Biology,3.1
25167,Reba Hermann,Chemistry,1.25
25168,Kristin Hermann,Physics,4.21
25169,Nikhil Hermann,Biology,3.04
25170,Verl Hermann,Physics,1.24
25171,Raheem Hermann,Chemistry,3.15
25172,Aloysius Hermann,Biology,4.63
25173,Clella Hermann,Physics,2.93
25174,Gidget Hermann,Math,1.38
25175,Peter Hermann,Physics,4.1
25176,Arnav Hermann,Biology,1.5
25177,Terry Hermann,Chemistry,2.4
25178,Evia Hermann,Computer Science,2.56
25179,Philip Hermann,Biology,1.45
25180,Meryl Hermann,Math,2.06
25181,Elba Hermann,Physics,4.19
25182,Warren Hermann,Math,3.96
25183,Antone Hermann,Biology,3.17
25184,Kathey Hermann,Math,2.65
25185,Ednah Hermann,Physics,2.24
25186,Melany Hermann,Biology,1.79
25187,Jermey Hermann,Computer Science,2.0
25188,Kaila Hermann,Chemistry,3.35
25189,Kacey Hermann,Computer Science,4.31
25190,Ossie Hermann,Math,3.36
25191,Orland Hermann,Biology,3.4
25192,Fonda Hermann,Computer Science,3.92
25193,Isis Hermann,Computer Science,3.13
25194,Norine Hermann,Math,1.22
25195,Sonya Hermann,Math,3.47
25196,Wiley Hermann,Biology,1.6
25197,Gwyn Hermann,Math,3.48
25198,Hugo Hermann,Math,2.85
25199,Ocie Hermann,Physics,4.75
25200,Orelia Hermann,Physics,1.84
25201,Orla Hermann,Chemistry,3.85
25202,Alize Hermann,Biology,3.53
25203,Katherin Hermann,Computer Science,2.53
25204,Tyriq Hermann,Computer Science,2.25
25205,Wilson Hermann,Computer Science,2.46
25206,Izabelle Hermann,Biology,1.93
25207,Verena Hermann,Computer Science,2.14
25208,Oral Hermann,Math,4.54
25209,Arsenio Hermann,Computer Science,2.4
25210,Rahul Hermann,Biology,2.4
25211,Zettie Hermann,Physics,2.2
25212,Carson Hermann,Physics,2.97
25213,Pink Hermann,Physics,1.54
25214,Cathleen Hermann,Chemistry,3.96
25215,Emilie Hermann,Math,3.43
25216,Laurene Hermann,Physics,4.66
25217,Eloisa Hermann,Biology,2.7
25218,Velva Hermann,Physics,4.1
25219,Audie Hermann,Physics,4.19
25220,Bascom Hermann,Computer Science,4.97
25221,Brion Hermann,Math,3.6
25222,Ingram Hermann,Chemistry,1.56
25223,North Hermann,Chemistry,2.73
25224,Pablo Hermann,Chemistry,1.32
25225,Danyell Hermann,Math,4.95
25226,Britta Hermann,Chemistry,3.03
25227,Taryn Hermann,Physics,1.58
25228,Delano Hermann,Chemistry,2.87
25229,Maddux Hermann,Computer Science,3.14
25230,Nona Hermann,Physics,4.82
25231,Alexys Hermann,Physics,3.72
25232,Ivory Hermann,Chemistry,3.45
25233,Gertha Hermann,Chemistry,3.65
25234,Jeanie Hermann,Math,1.46
25235,Niko Hermann,Chemistry,4.41
25236,Ciarra Hermann,Physics,1.25
25237,Algot Hermann,Biology,2.06
25238,Stuart Hermann,Chemistry,4.25
25239,Tatyanna Hermann,Computer Science,2.86
25240,Renard Hermann,Math,3.39
25241,Benjman Hermann,Physics,3.36
25242,Elsie Hermann,Chemistry,2.25
25243,Humberto Hermann,Chemistry,1.47
25244,Sinda Hermann,Math,4.08
25245,Delmas Hermann,Chemistry,4.73
25246,Piper Hermann,Biology,2.2
25247,Kymani Hermann,Biology,4.75
25248,Milagros Hermann,Biology,4.04
25249,Isai Hermann,Chemistry,3.64
25250,Jinnie Hermann,Chemistry,1.79
25251,Shane Hermann,Physics,1.37
25252,Georgie Hermann,Computer Science,1.25
25253,Etha Hermann,Computer Science,3.68
25254,Lilah Hermann,Math,2.12
25255,Timmothy Hermann,Chemistry,3.58
25256,Kermit Hermann,Math,4.38
25257,Andreas Hermann,Physics,2.32
25258,Rubie Hermann,Math,4.84
25259,Bradley Hermann,Computer Science,1.17
25260,Tristan Hermann,Computer Science,1.08
25261,Wyman Hermann,Physics,1.64
25262,Hassan Hermann,Chemistry,4.38
25263,Audry Hermann,Math,4.94
25264,Quinn Hermann,Math,4.79
25265,Annie Hermann,Biology,3.22
25266,Chas Hermann,Computer Science,2.33
25267,Florie Hermann,Math,4.07
25268,Kandace Hermann,Chemistry,1.38
25269,Hebert Hermann,Physics,2.54
25270,Wyatt Hermann,Computer Science,1.23
25271,Kipp Hermann,Math,1.2
25272,Isa Hermann,Biology,3.75
25273,Brycen Hermann,Physics,3.76
25274,Rayshawn Hermann,Physics,3.12
25275,Channing Hermann,Chemistry,3.32
25276,Miya Hermann,Physics,1.82
25277,Shiloh Hermann,Physics,2.45
25278,Tiffanie Hermann,Computer Science,2.96
25279,Russel Hermann,Biology,4.99
25280,Cecil Hermann,Biology,2.66
25281,Orpha Hermann,Computer Science,1.53
25282,Nyla Hermann,Computer Science,1.44
25283,Nannie Hermann,Chemistry,2.25
25284,Minerva Hermann,Physics,1.69
25285,German Hermann,Computer Science,3.04
25286,Dosha Hermann,Math,2.92
25287,Brett Hermann,Chemistry,2.89
25288,Brooke Hermann,Chemistry,1.61
25289,Bradly Hermann,Math,2.7
25290,Bridget Hermann,Chemistry,4.6
25291,Zayne Hermann,Chemistry,3.63
25292,Luvinia Hermann,Physics,3.03
25293,Saint Hermann,Physics,1.91
25294,Retta Hermann,Physics,2.46
25295,Kellie Hermann,Chemistry,2.54
25296,Arabella Hermann,Computer Science,2.5
25297,Alicia Hermann,Physics,3.6
25298,Chantal Hermann,Math,3.04
25299,Dezzie Hermann,Math,1.59
25300,Wenzel Hermann,Biology,3.04
25301,Aisha Hermann,Physics,2.78
25302,Alivia Hermann,Math,1.96
25303,Fidelia Hermann,Biology,2.0
25304,Jolette Hermann,Physics,2.7
25305,Mercy Hermann,Computer Science,4.84
25306,Savanah Hermann,Biology,3.72
25307,Jason Hermann,Physics,2.61
25308,Marylin Hermann,Chemistry,4.61
25309,Lemma Hermann,Chemistry,4.87
25310,Oneal Hermann,Physics,3.28
25311,Marnie Hermann,Biology,2.16
25312,Rena Hermann,Computer Science,3.95
25313,Cathi Hermann,Computer Science,2.1
25314,Zadie Hermann,Math,2.75
25315,Monty Hermann,Math,3.5
25316,Isabella Hermann,Physics,3.84
25317,Nelson Hermann,Biology,3.91
25318,Zavier Hermann,Physics,2.47
25319,Emiliano Hermann,Chemistry,3.72
25320,Lotta Hermann,Chemistry,3.18
25321,Misti Hermann,Chemistry,3.67
25322,Jett Hermann,Chemistry,2.29
25323,Powell Hermann,Biology,4.35
25324,Edla Hermann,Biology,1.27
25325,Amil Hermann,Chemistry,1.44
25326,Nathalie Hermann,Computer Science,4.08
25327,Joleen Hermann,Biology,3.76
25328,Demetric Hermann,Computer Science,3.42
25329,Ewart Hermann,Biology,2.78
25330,Trista Hermann,Physics,1.42
25331,Alexandr Hermann,Physics,1.65
25332,Gayla Hermann,Biology,4.2
25333,Miner Hermann,Biology,1.57
25334,Toma Hermann,Biology,3.48
25335,Beulah Hermann,Computer Science,3.14
25336,Keon Hermann,Computer Science,3.48
25337,Keri Hermann,Computer Science,2.48
25338,Noelle Hermann,Biology,1.86
25339,Randolf Hermann,Biology,2.66
25340,Arron Hermann,Computer Science,1.78
25341,Lindell Hermann,Biology,2.03
25342,Holmes Hermann,Computer Science,1.53
25343,Agustin Hermann,Chemistry,4.68
25344,Murphy Hermann,Physics,3.2
25345,Maritza Hermann,Physics,2.31
25346,Gifford Hermann,Physics,2.54
25347,Lissa Hermann,Physics,2.43
25348,Oda Hermann,Math,4.92
